iface,ppn,unit,test,bytes,uvn,no_uvn
default,1,microseconds,Corandom,16384,9.84,10.03
default,1,microseconds,Corandom,32768,14.89,14.87
default,1,microseconds,Corandom,65536,25.74,25.93
default,1,microseconds,Corandom,131072,46.95,47.24
default,1,microseconds,Corandom,262144,101.71,103.82
default,1,microseconds,Corandom,524288,196.04,198.05
default,1,microseconds,Corandom,1048576,380.93,383.93
default,1,microseconds,Corandom,2097152,752.12,754.58
default,1,microseconds,Corandom,4194304,1477.49,1488.76
em1,1,microseconds,PingPong,0,33.92,26.71
em1,1,microseconds,PingPong,1,33.17,25.71
em1,1,microseconds,PingPong,2,33.24,25.72
em1,1,microseconds,PingPong,4,33.33,25.74
em1,1,microseconds,PingPong,8,33.24,25.76
em1,1,microseconds,PingPong,16,33.35,25.78
em1,1,microseconds,PingPong,32,33.33,25.80
em1,1,microseconds,PingPong,64,33.66,26.02
em1,1,microseconds,PingPong,128,33.86,28.77
em1,1,microseconds,PingPong,256,34.42,36.96
em1,1,microseconds,PingPong,512,37.58,43.12
em1,1,microseconds,PingPong,1024,39.26,57.47
em1,1,microseconds,PingPong,2048,43.15,65.66
em1,1,microseconds,PingPong,4096,51.49,65.68
em1,1,microseconds,PingPong,8192,63.89,65.69
em1,1,microseconds,PingPong,16384,97.12,95.15
em1,1,microseconds,PingPong,32768,123.78,99.53
em1,1,microseconds,PingPong,65536,163.49,219.87
em1,1,microseconds,PingPong,131072,260.01,279.66
em1,1,microseconds,PingPong,262144,419.39,376.38
em1,1,microseconds,PingPong,524288,654.15,630.04
em1,1,microseconds,PingPong,1048576,1129.55,1120.50
em1,1,microseconds,PingPong,2097152,2100.50,2084.09
em1,1,microseconds,PingPong,4194304,4006.11,4030.18
em1,1,microseconds,PingPing,0,34.88,31.12
em1,1,microseconds,PingPing,1,34.75,31.10
em1,1,microseconds,PingPing,2,34.78,31.07
em1,1,microseconds,PingPing,4,34.75,31.09
em1,1,microseconds,PingPing,8,34.86,31.13
em1,1,microseconds,PingPing,16,35.00,31.12
em1,1,microseconds,PingPing,32,35.08,32.51
em1,1,microseconds,PingPing,64,35.50,34.35
em1,1,microseconds,PingPing,128,37.13,29.79
em1,1,microseconds,PingPing,256,39.26,36.97
em1,1,microseconds,PingPing,512,45.62,43.13
em1,1,microseconds,PingPing,1024,57.48,57.45
em1,1,microseconds,PingPing,2048,65.66,63.56
em1,1,microseconds,PingPing,4096,66.30,65.70
em1,1,microseconds,PingPing,8192,66.87,82.95
em1,1,microseconds,PingPing,16384,104.16,126.55
em1,1,microseconds,PingPing,32768,131.16,129.60
em1,1,microseconds,PingPing,65536,179.18,209.06
em1,1,microseconds,PingPing,131072,286.77,255.15
em1,1,microseconds,PingPing,262144,482.77,431.52
em1,1,microseconds,PingPing,524288,733.90,687.69
em1,1,microseconds,PingPing,1048576,1240.32,1182.71
em1,1,microseconds,PingPing,2097152,2236.21,2120.61
em1,1,microseconds,PingPing,4194304,4304.92,4076.44
em1,1,microseconds,Unirandom,0,48.89,35.77
em1,1,microseconds,Unirandom,1,48.91,35.78
em1,1,microseconds,Unirandom,2,48.92,35.90
em1,1,microseconds,Unirandom,4,48.98,35.82
em1,1,microseconds,Unirandom,8,49.03,35.82
em1,1,microseconds,Unirandom,16,49.60,36.37
em1,1,microseconds,Unirandom,32,50.21,36.66
em1,1,microseconds,Unirandom,64,50.97,37.58
em1,1,microseconds,Unirandom,128,53.95,38.83
em1,1,microseconds,Unirandom,256,55.90,41.33
em1,1,microseconds,Unirandom,512,55.43,44.07
em1,1,microseconds,Unirandom,1024,56.44,43.35
em1,1,microseconds,Unirandom,2048,58.67,46.86
em1,1,microseconds,Unirandom,4096,66.88,55.47
em1,1,microseconds,Unirandom,8192,82.49,84.67
em1,1,microseconds,Unirandom,16384,117.99,114.67
em1,1,microseconds,Unirandom,32768,161.05,163.61
em1,1,microseconds,Unirandom,65536,247.23,274.87
em1,1,microseconds,Unirandom,131072,411.70,410.02
em1,1,microseconds,Unirandom,262144,847.71,768.86
em1,1,microseconds,Unirandom,524288,1321.45,1264.26
em1,1,microseconds,Unirandom,1048576,2257.03,2233.08
em1,1,microseconds,Unirandom,2097152,4155.48,4147.60
em1,1,microseconds,Unirandom,4194304,7906.45,8011.91
em1,1,microseconds,Birandom,0,34.78,31.06
em1,1,microseconds,Birandom,1,34.72,31.07
em1,1,microseconds,Birandom,2,34.74,31.08
em1,1,microseconds,Birandom,4,34.75,31.14
em1,1,microseconds,Birandom,8,34.76,31.14
em1,1,microseconds,Birandom,16,34.87,31.15
em1,1,microseconds,Birandom,32,35.02,32.49
em1,1,microseconds,Birandom,64,35.28,34.24
em1,1,microseconds,Birandom,128,36.99,29.65
em1,1,microseconds,Birandom,256,39.28,36.96
em1,1,microseconds,Birandom,512,45.65,43.12
em1,1,microseconds,Birandom,1024,57.48,57.42
em1,1,microseconds,Birandom,2048,65.65,63.04
em1,1,microseconds,Birandom,4096,66.28,65.70
em1,1,microseconds,Birandom,8192,68.97,82.90
em1,1,microseconds,Birandom,16384,104.23,126.23
em1,1,microseconds,Birandom,32768,132.05,130.22
em1,1,microseconds,Birandom,65536,176.61,209.34
em1,1,microseconds,Birandom,131072,278.10,254.69
em1,1,microseconds,Birandom,262144,473.94,430.20
em1,1,microseconds,Birandom,524288,720.74,685.19
em1,1,microseconds,Birandom,1048576,1226.73,1179.60
em1,1,microseconds,Birandom,2097152,2215.53,2112.58
em1,1,microseconds,Birandom,4194304,4252.88,4084.07
em1,1,microseconds,Corandom,0,34.77,31.10
em1,1,microseconds,Corandom,1,34.72,31.16
em1,1,microseconds,Corandom,2,34.70,31.12
em1,1,microseconds,Corandom,4,34.77,31.14
em1,1,microseconds,Corandom,8,34.85,31.17
em1,1,microseconds,Corandom,16,34.95,31.20
em1,1,microseconds,Corandom,32,35.02,32.57
em1,1,microseconds,Corandom,64,35.34,34.35
em1,1,microseconds,Corandom,128,36.97,29.75
em1,1,microseconds,Corandom,256,39.30,36.97
em1,1,microseconds,Corandom,512,45.56,43.12
em1,1,microseconds,Corandom,1024,57.49,57.44
em1,1,microseconds,Corandom,2048,65.65,63.73
em1,1,microseconds,Corandom,4096,66.47,65.69
em1,1,microseconds,Corandom,8192,67.19,87.38
em1,1,microseconds,Corandom,16384,104.35,126.86
em1,1,microseconds,Corandom,32768,131.51,129.85
em1,1,microseconds,Corandom,65536,178.70,209.65
em1,1,microseconds,Corandom,131072,289.63,256.10
em1,1,microseconds,Corandom,262144,481.49,430.74
em1,1,microseconds,Corandom,524288,731.25,688.03
em1,1,microseconds,Corandom,1048576,1246.13,1188.07
em1,1,microseconds,Corandom,2097152,2235.08,2116.51
em1,1,microseconds,Corandom,4194304,4313.45,4088.95
ib0,1,microseconds,PingPong,0,25.55,16.16
ib0,1,microseconds,PingPong,1,24.36,14.71
ib0,1,microseconds,PingPong,2,24.33,14.69
ib0,1,microseconds,PingPong,4,24.40,14.76
ib0,1,microseconds,PingPong,8,24.41,14.74
ib0,1,microseconds,PingPong,16,24.37,14.69
ib0,1,microseconds,PingPong,32,24.35,14.83
ib0,1,microseconds,PingPong,64,24.42,14.80
ib0,1,microseconds,PingPong,128,25.46,16.30
ib0,1,microseconds,PingPong,256,25.63,19.76
ib0,1,microseconds,PingPong,512,28.36,21.86
ib0,1,microseconds,PingPong,1024,28.86,22.59
ib0,1,microseconds,PingPong,2048,30.71,24.06
ib0,1,microseconds,PingPong,4096,34.81,27.81
ib0,1,microseconds,PingPong,8192,39.85,32.36
ib0,1,microseconds,PingPong,16384,58.41,46.97
ib0,1,microseconds,PingPong,32768,80.55,63.22
ib0,1,microseconds,PingPong,65536,120.58,98.55
ib0,1,microseconds,PingPong,131072,230.37,167.55
ib0,1,microseconds,PingPong,262144,320.70,237.17
ib0,1,microseconds,PingPong,524288,438.00,366.48
ib0,1,microseconds,PingPong,1048576,846.25,617.22
ib0,1,microseconds,PingPong,2097152,1435.68,1116.95
ib0,1,microseconds,PingPong,4194304,2289.44,1992.96
ib0,1,microseconds,PingPing,0,26.42,18.82
ib0,1,microseconds,PingPing,1,26.10,18.76
ib0,1,microseconds,PingPing,2,26.24,18.77
ib0,1,microseconds,PingPing,4,26.21,18.68
ib0,1,microseconds,PingPing,8,26.24,18.81
ib0,1,microseconds,PingPing,16,26.59,18.93
ib0,1,microseconds,PingPing,32,27.03,18.79
ib0,1,microseconds,PingPing,64,26.30,19.04
ib0,1,microseconds,PingPing,128,27.26,19.82
ib0,1,microseconds,PingPing,256,27.88,19.65
ib0,1,microseconds,PingPing,512,30.26,23.47
ib0,1,microseconds,PingPing,1024,30.83,24.44
ib0,1,microseconds,PingPing,2048,31.79,25.73
ib0,1,microseconds,PingPing,4096,35.45,28.88
ib0,1,microseconds,PingPing,8192,40.56,33.41
ib0,1,microseconds,PingPing,16384,57.54,49.15
ib0,1,microseconds,PingPing,32768,90.65,77.86
ib0,1,microseconds,PingPing,65536,149.42,136.49
ib0,1,microseconds,PingPing,131072,283.04,269.69
ib0,1,microseconds,PingPing,262144,331.68,288.39
ib0,1,microseconds,PingPing,524288,551.72,490.73
ib0,1,microseconds,PingPing,1048576,973.84,895.02
ib0,1,microseconds,PingPing,2097152,1757.60,2513.53
ib0,1,microseconds,PingPing,4194304,3320.91,4059.31
ib0,1,microseconds,Unirandom,0,43.78,27.23
ib0,1,microseconds,Unirandom,1,43.12,26.80
ib0,1,microseconds,Unirandom,2,43.08,26.95
ib0,1,microseconds,Unirandom,4,43.10,26.90
ib0,1,microseconds,Unirandom,8,43.11,26.98
ib0,1,microseconds,Unirandom,16,43.11,26.93
ib0,1,microseconds,Unirandom,32,42.98,27.03
ib0,1,microseconds,Unirandom,64,43.11,27.26
ib0,1,microseconds,Unirandom,128,44.86,28.33
ib0,1,microseconds,Unirandom,256,45.44,28.70
ib0,1,microseconds,Unirandom,512,51.24,32.06
ib0,1,microseconds,Unirandom,1024,51.72,32.96
ib0,1,microseconds,Unirandom,2048,53.39,34.91
ib0,1,microseconds,Unirandom,4096,57.92,38.97
ib0,1,microseconds,Unirandom,8192,64.30,44.71
ib0,1,microseconds,Unirandom,16384,97.60,68.32
ib0,1,microseconds,Unirandom,32768,140.83,101.82
ib0,1,microseconds,Unirandom,65536,218.68,166.02
ib0,1,microseconds,Unirandom,131072,385.48,301.53
ib0,1,microseconds,Unirandom,262144,634.82,472.52
ib0,1,microseconds,Unirandom,524288,933.34,721.02
ib0,1,microseconds,Unirandom,1048576,1495.11,1192.66
ib0,1,microseconds,Unirandom,2097152,2523.50,2111.55
ib0,1,microseconds,Unirandom,4194304,4596.75,3850.31
ib0,1,microseconds,Birandom,0,31.79,18.01
ib0,1,microseconds,Birandom,1,31.48,17.67
ib0,1,microseconds,Birandom,2,31.19,17.67
ib0,1,microseconds,Birandom,4,31.08,17.85
ib0,1,microseconds,Birandom,8,31.10,17.94
ib0,1,microseconds,Birandom,16,31.34,17.66
ib0,1,microseconds,Birandom,32,31.66,17.81
ib0,1,microseconds,Birandom,64,31.63,18.01
ib0,1,microseconds,Birandom,128,32.19,18.40
ib0,1,microseconds,Birandom,256,32.42,18.82
ib0,1,microseconds,Birandom,512,34.56,23.21
ib0,1,microseconds,Birandom,1024,35.12,23.79
ib0,1,microseconds,Birandom,2048,36.29,25.23
ib0,1,microseconds,Birandom,4096,40.01,28.63
ib0,1,microseconds,Birandom,8192,46.27,33.37
ib0,1,microseconds,Birandom,16384,64.98,48.02
ib0,1,microseconds,Birandom,32768,97.26,75.45
ib0,1,microseconds,Birandom,65536,154.45,131.85
ib0,1,microseconds,Birandom,131072,276.72,262.48
ib0,1,microseconds,Birandom,262144,343.83,279.59
ib0,1,microseconds,Birandom,524288,554.70,477.72
ib0,1,microseconds,Birandom,1048576,968.44,880.17
ib0,1,microseconds,Birandom,2097152,1705.27,1597.40
ib0,1,microseconds,Birandom,4194304,3304.45,3052.33
ib0,1,microseconds,Corandom,0,31.96,19.06
ib0,1,microseconds,Corandom,1,31.40,18.79
ib0,1,microseconds,Corandom,2,31.24,18.61
ib0,1,microseconds,Corandom,4,31.16,19.04
ib0,1,microseconds,Corandom,8,31.22,18.47
ib0,1,microseconds,Corandom,16,31.42,18.70
ib0,1,microseconds,Corandom,32,31.23,18.94
ib0,1,microseconds,Corandom,64,31.51,19.20
ib0,1,microseconds,Corandom,128,32.26,19.52
ib0,1,microseconds,Corandom,256,32.44,19.52
ib0,1,microseconds,Corandom,512,34.66,23.51
ib0,1,microseconds,Corandom,1024,35.30,24.06
ib0,1,microseconds,Corandom,2048,36.44,25.38
ib0,1,microseconds,Corandom,4096,40.02,28.97
ib0,1,microseconds,Corandom,8192,45.32,33.54
ib0,1,microseconds,Corandom,16384,65.88,49.47
ib0,1,microseconds,Corandom,32768,98.54,78.03
ib0,1,microseconds,Corandom,65536,158.10,137.10
ib0,1,microseconds,Corandom,131072,290.92,270.09
ib0,1,microseconds,Corandom,262144,346.67,285.15
ib0,1,microseconds,Corandom,524288,564.40,489.53
ib0,1,microseconds,Corandom,1048576,986.36,891.36
ib0,1,microseconds,Corandom,2097152,1766.82,1618.21
ib0,1,microseconds,Corandom,4194304,3353.49,3091.20
default,1,mbytes/sec,PingPong,0,0.00,0.00
default,1,mbytes/sec,PingPong,1,0.56,0.53
default,1,mbytes/sec,PingPong,2,1.15,1.11
default,1,mbytes/sec,PingPong,4,2.42,2.49
default,1,mbytes/sec,PingPong,8,4.91,5.16
default,1,mbytes/sec,PingPong,16,9.95,10.31
default,1,mbytes/sec,PingPong,32,20.30,20.41
default,1,mbytes/sec,PingPong,64,37.25,37.03
default,1,mbytes/sec,PingPong,128,47.25,46.70
default,1,mbytes/sec,PingPong,256,89.95,89.24
default,1,mbytes/sec,PingPong,512,173.33,173.53
default,1,mbytes/sec,PingPong,1024,307.27,307.95
default,1,mbytes/sec,PingPong,2048,506.32,509.49
default,1,mbytes/sec,PingPong,4096,838.11,844.28
default,1,mbytes/sec,PingPong,8192,1243.32,1240.28
default,1,mbytes/sec,PingPong,16384,1821.78,1809.35
default,1,mbytes/sec,PingPong,32768,2354.34,2339.07
default,1,mbytes/sec,PingPong,65536,2702.72,2688.09
default,1,mbytes/sec,PingPong,131072,2868.27,2865.55
default,1,mbytes/sec,PingPong,262144,2679.80,2683.72
default,1,mbytes/sec,PingPong,524288,2763.86,2780.82
default,1,mbytes/sec,PingPong,1048576,2801.53,2812.76
default,1,mbytes/sec,PingPong,2097152,2835.72,2855.54
default,1,mbytes/sec,PingPong,4194304,2939.03,2953.88
default,1,mbytes/sec,PingPing,0,0.00,0.00
default,1,mbytes/sec,PingPing,1,1.23,1.13
default,1,mbytes/sec,PingPing,2,2.22,1.99
default,1,mbytes/sec,PingPing,4,4.24,3.93
default,1,mbytes/sec,PingPing,8,7.77,7.87
default,1,mbytes/sec,PingPing,16,15.47,15.90
default,1,mbytes/sec,PingPing,32,29.94,31.48
default,1,mbytes/sec,PingPing,64,54.40,55.24
default,1,mbytes/sec,PingPing,128,71.07,71.82
default,1,mbytes/sec,PingPing,256,138.22,147.77
default,1,mbytes/sec,PingPing,512,263.69,299.41
default,1,mbytes/sec,PingPing,1024,500.51,525.55
default,1,mbytes/sec,PingPing,2048,900.01,870.16
default,1,mbytes/sec,PingPing,4096,1524.46,1564.17
default,1,mbytes/sec,PingPing,8192,2239.40,2279.28
default,1,mbytes/sec,PingPing,16384,3285.68,3321.01
default,1,mbytes/sec,PingPing,32768,4489.72,4507.44
default,1,mbytes/sec,PingPing,65536,5163.56,5223.56
default,1,mbytes/sec,PingPing,131072,5541.22,5552.12
default,1,mbytes/sec,PingPing,262144,5157.67,5093.18
default,1,mbytes/sec,PingPing,524288,4707.05,5340.36
default,1,mbytes/sec,PingPing,1048576,4007.22,5476.17
default,1,mbytes/sec,PingPing,2097152,4107.48,5551.25
default,1,mbytes/sec,PingPing,4194304,4674.31,5637.81
default,1,mbytes/sec,Unirandom,0,0.00,0.00
default,1,mbytes/sec,Unirandom,1,0.88,0.87
default,1,mbytes/sec,Unirandom,2,1.68,1.59
default,1,mbytes/sec,Unirandom,4,3.36,3.14
default,1,mbytes/sec,Unirandom,8,6.53,6.25
default,1,mbytes/sec,Unirandom,16,12.77,12.49
default,1,mbytes/sec,Unirandom,32,25.09,24.76
default,1,mbytes/sec,Unirandom,64,44.75,45.34
default,1,mbytes/sec,Unirandom,128,63.57,63.65
default,1,mbytes/sec,Unirandom,256,126.09,131.85
default,1,mbytes/sec,Unirandom,512,266.67,273.39
default,1,mbytes/sec,Unirandom,1024,472.54,484.19
default,1,mbytes/sec,Unirandom,2048,773.06,799.92
default,1,mbytes/sec,Unirandom,4096,1284.94,1302.71
default,1,mbytes/sec,Unirandom,8192,1345.38,1338.53
default,1,mbytes/sec,Unirandom,16384,1942.74,1915.66
default,1,mbytes/sec,Unirandom,32768,2468.33,2456.75
default,1,mbytes/sec,Unirandom,65536,2839.91,2819.76
default,1,mbytes/sec,Unirandom,131072,3062.75,3081.22
default,1,mbytes/sec,Unirandom,262144,2887.83,2892.44
default,1,mbytes/sec,Unirandom,524288,3008.71,3014.83
default,1,mbytes/sec,Unirandom,1048576,3170.82,3194.67
default,1,mbytes/sec,Unirandom,2097152,3241.14,3242.75
default,1,mbytes/sec,Unirandom,4194304,3212.69,3233.61
default,1,mbytes/sec,Birandom,0,0.00,0.00
default,1,mbytes/sec,Birandom,1,1.23,1.24
default,1,mbytes/sec,Birandom,2,2.41,2.44
default,1,mbytes/sec,Birandom,4,4.90,4.89
default,1,mbytes/sec,Birandom,8,9.67,9.70
default,1,mbytes/sec,Birandom,16,19.58,19.55
default,1,mbytes/sec,Birandom,32,38.26,38.45
default,1,mbytes/sec,Birandom,64,71.39,71.57
default,1,mbytes/sec,Birandom,128,90.04,90.87
default,1,mbytes/sec,Birandom,256,169.80,170.30
default,1,mbytes/sec,Birandom,512,323.47,327.49
default,1,mbytes/sec,Birandom,1024,564.82,574.92
default,1,mbytes/sec,Birandom,2048,959.02,956.01
default,1,mbytes/sec,Birandom,4096,1601.09,1612.31
default,1,mbytes/sec,Birandom,8192,2316.18,2300.84
default,1,mbytes/sec,Birandom,16384,3370.77,3313.79
default,1,mbytes/sec,Birandom,32768,4523.81,4505.61
default,1,mbytes/sec,Birandom,65536,5215.57,5249.26
default,1,mbytes/sec,Birandom,131072,5611.98,5624.17
default,1,mbytes/sec,Birandom,262144,5211.07,5161.49
default,1,mbytes/sec,Birandom,524288,5435.29,5415.25
default,1,mbytes/sec,Birandom,1048576,5586.67,5557.93
default,1,mbytes/sec,Birandom,2097152,5668.13,5632.19
default,1,mbytes/sec,Birandom,4194304,5697.71,5656.06
default,1,mbytes/sec,Corandom,0,0.00,0.00
default,1,mbytes/sec,Corandom,1,1.10,1.22
default,1,mbytes/sec,Corandom,2,2.12,2.40
default,1,mbytes/sec,Corandom,4,4.07,4.02
default,1,mbytes/sec,Corandom,8,7.60,7.30
default,1,mbytes/sec,Corandom,16,14.77,14.48
default,1,mbytes/sec,Corandom,32,28.58,28.78
default,1,mbytes/sec,Corandom,64,53.11,53.53
default,1,mbytes/sec,Corandom,128,69.58,70.63
default,1,mbytes/sec,Corandom,256,136.51,131.38
default,1,mbytes/sec,Corandom,512,271.32,258.75
default,1,mbytes/sec,Corandom,1024,517.49,519.37
default,1,mbytes/sec,Corandom,2048,875.56,890.89
default,1,mbytes/sec,Corandom,4096,1543.12,1509.26
default,1,mbytes/sec,Corandom,8192,2233.20,2231.85
default,1,mbytes/sec,Corandom,16384,3330.95,3267.14
default,1,mbytes/sec,Corandom,32768,4401.47,4407.01
default,1,mbytes/sec,Corandom,65536,5092.15,5055.22
default,1,mbytes/sec,Corandom,131072,5583.99,5548.98
default,1,mbytes/sec,Corandom,262144,5154.76,5050.00
default,1,mbytes/sec,Corandom,524288,5348.68,5294.55
default,1,mbytes/sec,Corandom,1048576,5505.38,5462.29
default,1,mbytes/sec,Corandom,2097152,5576.63,5558.47
default,1,mbytes/sec,Corandom,4194304,5677.61,5634.59
em1,1,mbytes/sec,PingPong,0,0.00,0.00
em1,1,mbytes/sec,PingPong,1,0.03,0.04
em1,1,mbytes/sec,PingPong,2,0.06,0.08
em1,1,mbytes/sec,PingPong,4,0.12,0.16
em1,1,mbytes/sec,PingPong,8,0.24,0.31
em1,1,mbytes/sec,PingPong,16,0.48,0.62
em1,1,mbytes/sec,PingPong,32,0.96,1.24
em1,1,mbytes/sec,PingPong,64,1.90,2.46
em1,1,mbytes/sec,PingPong,128,3.78,4.45
em1,1,mbytes/sec,PingPong,256,7.44,6.93
em1,1,mbytes/sec,PingPong,512,13.62,11.87
em1,1,mbytes/sec,PingPong,1024,26.08,17.82
em1,1,mbytes/sec,PingPong,2048,47.47,31.19
em1,1,mbytes/sec,PingPong,4096,79.55,62.36
em1,1,mbytes/sec,PingPong,8192,128.21,124.71
em1,1,mbytes/sec,PingPong,16384,168.70,172.18
em1,1,mbytes/sec,PingPong,32768,264.72,329.22
em1,1,mbytes/sec,PingPong,65536,400.85,298.06
em1,1,mbytes/sec,PingPong,131072,504.09,468.67
em1,1,mbytes/sec,PingPong,262144,625.06,696.48
em1,1,mbytes/sec,PingPong,524288,801.48,832.15
em1,1,mbytes/sec,PingPong,1048576,928.31,935.81
em1,1,mbytes/sec,PingPong,2097152,998.39,1006.26
em1,1,mbytes/sec,PingPong,4194304,1046.94,1040.71
em1,1,mbytes/sec,PingPing,0,0.00,0.00
em1,1,mbytes/sec,PingPing,1,0.06,0.06
em1,1,mbytes/sec,PingPing,2,0.11,0.13
em1,1,mbytes/sec,PingPing,4,0.23,0.26
em1,1,mbytes/sec,PingPing,8,0.46,0.51
em1,1,mbytes/sec,PingPing,16,0.91,1.03
em1,1,mbytes/sec,PingPing,32,1.82,1.97
em1,1,mbytes/sec,PingPing,64,3.61,3.73
em1,1,mbytes/sec,PingPing,128,6.89,8.59
em1,1,mbytes/sec,PingPing,256,13.04,13.85
em1,1,mbytes/sec,PingPing,512,22.44,23.74
em1,1,mbytes/sec,PingPing,1024,35.63,35.65
em1,1,mbytes/sec,PingPing,2048,62.38,64.44
em1,1,mbytes/sec,PingPing,4096,123.56,124.68
em1,1,mbytes/sec,PingPing,8192,245.00,197.53
