iface,ppn,unit,test,bytes,uvn,no_uvn
default,1,microseconds,PingPing,32768,13.16,12.70
default,1,microseconds,PingPing,65536,22.78,21.81
default,1,microseconds,PingPing,131072,43.22,41.49
default,1,microseconds,PingPing,262144,90.86,83.96
default,1,microseconds,PingPing,524288,174.70,160.92
default,1,microseconds,PingPing,1048576,340.77,314.90
default,1,microseconds,PingPing,2097152,673.34,621.99
default,1,microseconds,PingPing,4194304,1333.53,1230.95
default,1,microseconds,Unirandom,0,3.01,2.94
default,1,microseconds,Unirandom,1,3.02,2.95
default,1,microseconds,Unirandom,2,3.04,2.93
default,1,microseconds,Unirandom,4,3.05,2.93
default,1,microseconds,Unirandom,8,3.07,2.96
default,1,microseconds,Unirandom,16,3.08,2.97
default,1,microseconds,Unirandom,32,3.08,2.98
default,1,microseconds,Unirandom,64,3.30,3.19
default,1,microseconds,Unirandom,128,4.80,4.61
default,1,microseconds,Unirandom,256,5.05,4.90
default,1,microseconds,Unirandom,512,5.48,5.34
default,1,microseconds,Unirandom,1024,6.35,6.13
default,1,microseconds,Unirandom,2048,7.95,7.63
default,1,microseconds,Unirandom,4096,9.71,9.36
default,1,microseconds,Unirandom,8192,17.88,17.24
default,1,microseconds,Unirandom,16384,26.19,25.18
default,1,microseconds,Unirandom,32768,42.83,41.03
default,1,microseconds,Unirandom,65536,74.72,72.13
default,1,microseconds,Unirandom,131072,142.62,136.05
default,1,microseconds,Unirandom,262144,349.28,331.09
default,1,microseconds,Unirandom,524288,653.25,633.44
default,1,microseconds,Unirandom,1048576,1256.75,1221.23
default,1,microseconds,Unirandom,2097152,2494.77,2432.23
default,1,microseconds,Unirandom,4194304,4988.35,4834.61
default,1,microseconds,Birandom,0,3.75,3.61
default,1,microseconds,Birandom,1,3.77,3.64
default,1,microseconds,Birandom,2,3.77,3.64
default,1,microseconds,Birandom,4,3.79,3.64
default,1,microseconds,Birandom,8,3.87,3.65
default,1,microseconds,Birandom,16,3.80,3.66
default,1,microseconds,Birandom,32,3.83,3.68
default,1,microseconds,Birandom,64,4.06,3.87
default,1,microseconds,Birandom,128,5.46,5.24
default,1,microseconds,Birandom,256,5.73,5.46
default,1,microseconds,Birandom,512,6.19,5.86
default,1,microseconds,Birandom,1024,7.04,6.71
default,1,microseconds,Birandom,2048,8.60,8.23
default,1,microseconds,Birandom,4096,10.32,9.85
default,1,microseconds,Birandom,8192,18.03,17.31
default,1,microseconds,Birandom,16384,26.85,26.64
default,1,microseconds,Birandom,32768,44.49,43.21
default,1,microseconds,Birandom,65536,79.30,75.84
default,1,microseconds,Birandom,131072,151.36,144.83
default,1,microseconds,Birandom,262144,232.70,215.73
default,1,microseconds,Birandom,524288,427.86,402.76
default,1,microseconds,Birandom,1048576,808.32,778.82
default,1,microseconds,Birandom,2097152,1592.76,1547.38
default,1,microseconds,Birandom,4194304,3189.28,3078.56
default,1,microseconds,Corandom,0,2.15,2.05
default,1,microseconds,Corandom,1,2.24,2.17
default,1,microseconds,Corandom,2,2.32,2.27
default,1,microseconds,Corandom,4,2.36,2.38
default,1,microseconds,Corandom,8,2.39,2.43
default,1,microseconds,Corandom,16,2.43,2.50
default,1,microseconds,Corandom,32,2.48,2.55
default,1,microseconds,Corandom,64,2.65,2.69
default,1,microseconds,Corandom,128,3.57,3.56
default,1,microseconds,Corandom,256,3.64,3.55
default,1,microseconds,Corandom,512,3.72,3.59
default,1,microseconds,Corandom,1024,4.05,3.89
default,1,microseconds,Corandom,2048,4.90,4.68
default,1,microseconds,Corandom,4096,5.82,5.56
default,1,microseconds,Corandom,8192,8.05,7.92
default,1,microseconds,Corandom,16384,12.13,12.00
default,1,microseconds,Corandom,32768,20.59,20.36
default,1,microseconds,Corandom,65536,37.95,37.55
default,1,microseconds,Corandom,131072,67.72,67.45
default,1,microseconds,Corandom,262144,108.56,106.91
default,1,microseconds,Corandom,524288,204.89,204.29
default,1,microseconds,Corandom,1048576,395.70,393.28
default,1,microseconds,Corandom,2097152,770.79,764.93
default,1,microseconds,Corandom,4194304,1529.72,1511.81
default,1,microseconds,Stencil2D,0,0.99,0.94
default,1,microseconds,Stencil2D,1,0.98,0.94
default,1,microseconds,Stencil2D,2,0.98,0.94
default,1,microseconds,Stencil2D,4,0.99,0.94
default,1,microseconds,Stencil2D,8,0.99,0.95
default,1,microseconds,Stencil2D,16,0.99,0.94
default,1,microseconds,Stencil2D,32,0.98,0.95
default,1,microseconds,Stencil2D,64,1.04,0.99
default,1,microseconds,Stencil2D,128,1.47,1.28
default,1,microseconds,Stencil2D,256,1.55,1.36
default,1,microseconds,Stencil2D,512,1.59,1.44
default,1,microseconds,Stencil2D,1024,1.73,1.60
default,1,microseconds,Stencil2D,2048,2.19,1.99
default,1,microseconds,Stencil2D,4096,2.95,2.54
default,1,microseconds,Stencil2D,8192,4.68,4.05
default,1,microseconds,Stencil2D,16384,7.07,6.66
default,1,microseconds,Stencil2D,32768,14.84,12.15
default,1,microseconds,Stencil2D,65536,27.48,22.88
default,1,microseconds,Stencil2D,131072,50.65,54.52
default,1,microseconds,Stencil2D,262144,103.21,98.61
default,1,microseconds,Stencil2D,524288,203.55,192.52
default,1,microseconds,Stencil2D,1048576,401.13,405.71
default,1,microseconds,Stencil2D,2097152,803.09,763.99
default,1,microseconds,Stencil2D,4194304,1602.15,1564.26
default,1,microseconds,Stencil3D,0,0.90,1.00
default,1,microseconds,Stencil3D,1,0.89,1.01
default,1,microseconds,Stencil3D,2,0.90,1.01
default,1,microseconds,Stencil3D,4,0.90,1.01
default,1,microseconds,Stencil3D,8,0.90,1.01
default,1,microseconds,Stencil3D,16,0.90,1.02
default,1,microseconds,Stencil3D,32,0.90,1.01
default,1,microseconds,Stencil3D,64,0.95,1.06
default,1,microseconds,Stencil3D,128,1.32,1.31
default,1,microseconds,Stencil3D,256,1.38,1.39
default,1,microseconds,Stencil3D,512,1.47,1.44
default,1,microseconds,Stencil3D,1024,1.58,1.59
default,1,microseconds,Stencil3D,2048,1.95,2.02
default,1,microseconds,Stencil3D,4096,2.54,2.64
default,1,microseconds,Stencil3D,8192,4.09,3.78
default,1,microseconds,Stencil3D,16384,6.97,6.74
default,1,microseconds,Stencil3D,32768,12.70,12.45
default,1,microseconds,Stencil3D,65536,24.95,23.66
default,1,microseconds,Stencil3D,131072,45.66,44.05
default,1,microseconds,Stencil3D,262144,98.37,96.47
default,1,microseconds,Stencil3D,524288,193.95,191.02
default,1,microseconds,Stencil3D,1048576,386.80,382.82
default,1,microseconds,Stencil3D,2097152,780.89,774.48
default,1,microseconds,Stencil3D,4194304,1725.97,1725.91
em1,1,microseconds,PingPong,0,30.19,24.82
em1,1,microseconds,PingPong,1,29.50,24.35
em1,1,microseconds,PingPong,2,29.49,24.23
em1,1,microseconds,PingPong,4,29.52,24.11
em1,1,microseconds,PingPong,8,29.54,24.08
em1,1,microseconds,PingPong,16,29.58,24.09
em1,1,microseconds,PingPong,32,29.65,24.15
em1,1,microseconds,PingPong,64,29.83,24.34
em1,1,microseconds,PingPong,128,30.37,28.75
em1,1,microseconds,PingPong,256,31.27,36.96
em1,1,microseconds,PingPong,512,35.45,43.14
em1,1,microseconds,PingPong,1024,38.42,57.26
em1,1,microseconds,PingPong,2048,42.56,65.62
em1,1,microseconds,PingPong,4096,48.46,65.68
em1,1,microseconds,PingPong,8192,60.29,65.68
em1,1,microseconds,PingPong,16384,94.22,93.62
em1,1,microseconds,PingPong,32768,123.02,108.48
em1,1,microseconds,PingPong,65536,172.06,221.11
em1,1,microseconds,PingPong,131072,247.49,281.31
em1,1,microseconds,PingPong,262144,402.23,372.27
em1,1,microseconds,PingPong,524288,634.80,626.18
em1,1,microseconds,PingPong,1048576,1112.50,1115.37
em1,1,microseconds,PingPong,2097152,2072.18,2077.91
em1,1,microseconds,PingPong,4194304,3982.22,4016.86
em1,1,microseconds,PingPing,0,31.46,29.71
em1,1,microseconds,PingPing,1,31.47,29.77
em1,1,microseconds,PingPing,2,31.54,29.78
em1,1,microseconds,PingPing,4,31.50,29.76
em1,1,microseconds,PingPing,8,31.46,29.76
em1,1,microseconds,PingPing,16,31.48,29.81
em1,1,microseconds,PingPing,32,31.88,31.25
em1,1,microseconds,PingPing,64,32.78,31.85
em1,1,microseconds,PingPing,128,34.57,29.58
em1,1,microseconds,PingPing,256,37.49,36.97
em1,1,microseconds,PingPing,512,45.30,43.12
em1,1,microseconds,PingPing,1024,57.41,57.42
em1,1,microseconds,PingPing,2048,65.64,62.97
em1,1,microseconds,PingPing,4096,65.72,65.68
em1,1,microseconds,PingPing,8192,68.96,91.92
em1,1,microseconds,PingPing,16384,99.88,126.75
em1,1,microseconds,PingPing,32768,130.66,130.83
em1,1,microseconds,PingPing,65536,165.93,207.87
em1,1,microseconds,PingPing,131072,267.88,258.77
em1,1,microseconds,PingPing,262144,464.79,429.79
em1,1,microseconds,PingPing,524288,717.18,687.00
em1,1,microseconds,PingPing,1048576,1229.60,1187.84
em1,1,microseconds,PingPing,2097152,2203.11,2143.93
em1,1,microseconds,PingPing,4194304,4231.78,4124.17
em1,1,microseconds,Unirandom,0,66.19,53.42
em1,1,microseconds,Unirandom,1,66.24,53.52
em1,1,microseconds,Unirandom,2,66.17,53.54
em1,1,microseconds,Unirandom,4,66.15,53.48
em1,1,microseconds,Unirandom,8,66.35,53.43
em1,1,microseconds,Unirandom,16,66.22,53.58
em1,1,microseconds,Unirandom,32,66.52,53.99
em1,1,microseconds,Unirandom,64,66.70,54.57
em1,1,microseconds,Unirandom,128,67.39,55.85
em1,1,microseconds,Unirandom,256,68.30,57.91
em1,1,microseconds,Unirandom,512,78.57,67.95
em1,1,microseconds,Unirandom,1024,81.72,73.50
em1,1,microseconds,Unirandom,2048,88.17,80.84
em1,1,microseconds,Unirandom,4096,100.28,92.10
em1,1,microseconds,Unirandom,8192,125.25,117.04
em1,1,microseconds,Unirandom,16384,194.38,167.95
em1,1,microseconds,Unirandom,32768,269.44,231.15
em1,1,microseconds,Unirandom,65536,391.29,392.07
em1,1,microseconds,Unirandom,131072,643.60,632.06
em1,1,microseconds,Unirandom,262144,2049.85,1893.63
em1,1,microseconds,Unirandom,524288,3383.07,3126.71
em1,1,microseconds,Unirandom,1048576,5708.64,5497.59
em1,1,microseconds,Unirandom,2097152,10567.17,10409.95
em1,1,microseconds,Unirandom,4194304,20097.24,20018.99
em1,1,microseconds,Birandom,0,64.61,51.98
em1,1,microseconds,Birandom,1,64.78,52.19
em1,1,microseconds,Birandom,2,64.20,52.14
em1,1,microseconds,Birandom,4,63.65,52.11
em1,1,microseconds,Birandom,8,63.64,52.18
em1,1,microseconds,Birandom,16,63.55,52.24
em1,1,microseconds,Birandom,32,63.72,52.83
em1,1,microseconds,Birandom,64,64.24,53.68
em1,1,microseconds,Birandom,128,64.93,55.73
em1,1,microseconds,Birandom,256,65.91,58.94
em1,1,microseconds,Birandom,512,76.87,69.44
em1,1,microseconds,Birandom,1024,81.44,76.29
em1,1,microseconds,Birandom,2048,88.05,84.25
em1,1,microseconds,Birandom,4096,100.32,95.21
em1,1,microseconds,Birandom,8192,126.31,118.72
em1,1,microseconds,Birandom,16384,201.70,172.92
em1,1,microseconds,Birandom,32768,276.88,241.20
em1,1,microseconds,Birandom,65536,401.88,403.04
em1,1,microseconds,Birandom,131072,675.10,646.06
em1,1,microseconds,Birandom,262144,1783.27,1660.37
em1,1,microseconds,Birandom,524288,3010.68,2818.49
em1,1,microseconds,Birandom,1048576,5146.11,5049.74
em1,1,microseconds,Birandom,2097152,9616.89,9571.08
em1,1,microseconds,Birandom,4194304,18675.24,18559.82
em1,1,microseconds,Corandom,0,35.31,29.71
em1,1,microseconds,Corandom,1,35.31,29.70
em1,1,microseconds,Corandom,2,35.48,29.69
em1,1,microseconds,Corandom,4,35.52,29.64
em1,1,microseconds,Corandom,8,35.44,29.68
em1,1,microseconds,Corandom,16,35.40,30.00
em1,1,microseconds,Corandom,32,35.59,30.41
em1,1,microseconds,Corandom,64,36.13,31.33
em1,1,microseconds,Corandom,128,36.29,33.26
em1,1,microseconds,Corandom,256,36.99,36.47
em1,1,microseconds,Corandom,512,43.55,44.86
em1,1,microseconds,Corandom,1024,46.26,50.92
em1,1,microseconds,Corandom,2048,50.38,58.12
em1,1,microseconds,Corandom,4096,56.79,64.80
em1,1,microseconds,Corandom,8192,70.23,77.38
em1,1,microseconds,Corandom,16384,111.30,104.58
em1,1,microseconds,Corandom,32768,153.26,138.32
em1,1,microseconds,Corandom,65536,220.43,218.00
em1,1,microseconds,Corandom,131072,371.61,348.65
em1,1,microseconds,Corandom,262144,659.42,600.46
em1,1,microseconds,Corandom,524288,1030.41,954.53
em1,1,microseconds,Corandom,1048576,1746.19,1551.94
em1,1,microseconds,Corandom,2097152,3131.10,2615.16
em1,1,microseconds,Corandom,4194304,5810.88,4665.73
em1,1,microseconds,Stencil2D,0,16.62,22.23
em1,1,microseconds,Stencil2D,1,16.26,22.11
em1,1,microseconds,Stencil2D,2,15.81,22.11
em1,1,microseconds,Stencil2D,4,15.78,22.14
em1,1,microseconds,Stencil2D,8,15.86,22.23
em1,1,microseconds,Stencil2D,16,15.84,22.00
em1,1,microseconds,Stencil2D,32,15.51,22.38
em1,1,microseconds,Stencil2D,64,15.34,22.57
em1,1,microseconds,Stencil2D,128,16.72,24.25
em1,1,microseconds,Stencil2D,256,16.93,27.42
em1,1,microseconds,Stencil2D,512,21.21,31.10
em1,1,microseconds,Stencil2D,1024,23.12,30.97
em1,1,microseconds,Stencil2D,2048,25.14,32.59
em1,1,microseconds,Stencil2D,4096,28.42,36.49
em1,1,microseconds,Stencil2D,8192,32.81,43.30
em1,1,microseconds,Stencil2D,16384,49.24,56.96
em1,1,microseconds,Stencil2D,32768,73.77,73.08
em1,1,microseconds,Stencil2D,65536,129.64,108.13
em1,1,microseconds,Stencil2D,131072,243.02,198.37
em1,1,microseconds,Stencil2D,262144,453.35,450.52
em1,1,microseconds,Stencil2D,524288,838.26,813.43
em1,1,microseconds,Stencil2D,1048576,2635.73,2877.10
em1,1,microseconds,Stencil2D,2097152,4756.71,7299.07
em1,1,microseconds,Stencil2D,4194304,7832.81,11570.63
em1,1,microseconds,Stencil3D,0,16.60,14.76
em1,1,microseconds,Stencil3D,1,16.72,14.74
em1,1,microseconds,Stencil3D,2,16.70,14.59
em1,1,microseconds,Stencil3D,4,16.71,14.71
em1,1,microseconds,Stencil3D,8,16.71,14.54
em1,1,microseconds,Stencil3D,16,16.73,14.71
em1,1,microseconds,Stencil3D,32,16.78,14.94
em1,1,microseconds,Stencil3D,64,16.88,15.36
em1,1,microseconds,Stencil3D,128,16.92,16.41
em1,1,microseconds,Stencil3D,256,17.27,17.96
em1,1,microseconds,Stencil3D,512,19.30,19.96
em1,1,microseconds,Stencil3D,1024,19.70,22.80
em1,1,microseconds,Stencil3D,2048,21.79,24.69
em1,1,microseconds,Stencil3D,4096,24.73,27.29
em1,1,microseconds,Stencil3D,8192,29.16,32.32
em1,1,microseconds,Stencil3D,16384,42.79,42.51
em1,1,microseconds,Stencil3D,32768,73.49,61.11
em1,1,microseconds,Stencil3D,65536,128.35,104.37
em1,1,microseconds,Stencil3D,131072,256.68,222.81
em1,1,microseconds,Stencil3D,262144,425.80,413.20
em1,1,microseconds,Stencil3D,524288,792.37,761.55
em1,1,microseconds,Stencil3D,1048576,2062.16,2885.23
em1,1,microseconds,Stencil3D,2097152,3889.56,6693.89
em1,1,microseconds,Stencil3D,4194304,7771.72,10843.47
ib0,1,microseconds,PingPong,0,24.27,19.19
ib0,1,microseconds,PingPong,1,22.84,18.21
ib0,1,microseconds,PingPong,2,22.75,18.67
ib0,1,microseconds,PingPong,4,22.77,18.28
ib0,1,microseconds,PingPong,8,22.80,18.21
ib0,1,microseconds,PingPong,16,22.77,18.20
ib0,1,microseconds,PingPong,32,22.74,18.28
ib0,1,microseconds,PingPong,64,22.84,18.29
ib0,1,microseconds,PingPong,128,23.59,19.14
ib0,1,microseconds,PingPong,256,23.67,19.24
ib0,1,microseconds,PingPong,512,26.87,22.53
ib0,1,microseconds,PingPong,1024,27.38,22.95
ib0,1,microseconds,PingPong,2048,29.03,24.64
ib0,1,microseconds,PingPong,4096,32.38,28.21
ib0,1,microseconds,PingPong,8192,37.02,32.77
ib0,1,microseconds,PingPong,16384,56.85,48.86
ib0,1,microseconds,PingPong,32768,78.55,66.75
ib0,1,microseconds,PingPong,65536,118.42,103.11
ib0,1,microseconds,PingPong,131072,200.73,178.30
ib0,1,microseconds,PingPong,262144,278.71,239.76
ib0,1,microseconds,PingPong,524288,414.88,366.89
ib0,1,microseconds,PingPong,1048576,755.73,616.34
ib0,1,microseconds,PingPong,2097152,1303.10,1090.33
ib0,1,microseconds,PingPong,4194304,2206.87,1961.10
ib0,1,microseconds,PingPing,0,25.45,19.97
ib0,1,microseconds,PingPing,1,25.30,19.62
ib0,1,microseconds,PingPing,2,25.68,19.68
ib0,1,microseconds,PingPing,4,25.82,19.62
ib0,1,microseconds,PingPing,8,25.75,19.63
ib0,1,microseconds,PingPing,16,25.88,19.61
ib0,1,microseconds,PingPing,32,26.34,20.35
ib0,1,microseconds,PingPing,64,26.06,20.20
ib0,1,microseconds,PingPing,128,26.32,21.16
ib0,1,microseconds,PingPing,256,27.32,21.32
ib0,1,microseconds,PingPing,512,30.96,24.77
ib0,1,microseconds,PingPing,1024,31.18,25.24
ib0,1,microseconds,PingPing,2048,32.25,26.30
ib0,1,microseconds,PingPing,4096,35.91,29.61
ib0,1,microseconds,PingPing,8192,42.11,34.97
ib0,1,microseconds,PingPing,16384,60.79,54.24
ib0,1,microseconds,PingPing,32768,88.65,80.85
ib0,1,microseconds,PingPing,65536,147.15,140.46
ib0,1,microseconds,PingPing,131072,288.07,273.83
ib0,1,microseconds,PingPing,262144,340.22,287.51
ib0,1,microseconds,PingPing,524288,544.15,488.68
ib0,1,microseconds,PingPing,1048576,925.72,883.21
ib0,1,microseconds,PingPing,2097152,1681.20,1588.70
ib0,1,microseconds,PingPing,4194304,3136.61,3045.67
ib0,1,microseconds,Unirandom,0,60.23,46.25
ib0,1,microseconds,Unirandom,1,59.89,45.62
ib0,1,microseconds,Unirandom,2,59.97,45.56
ib0,1,microseconds,Unirandom,4,59.88,45.58
ib0,1,microseconds,Unirandom,8,60.01,45.52
ib0,1,microseconds,Unirandom,16,59.94,45.54
ib0,1,microseconds,Unirandom,32,59.87,45.72
ib0,1,microseconds,Unirandom,64,60.14,45.74
ib0,1,microseconds,Unirandom,128,62.37,48.01
ib0,1,microseconds,Unirandom,256,62.73,48.47
ib0,1,microseconds,Unirandom,512,70.14,55.88
ib0,1,microseconds,Unirandom,1024,71.17,56.96
ib0,1,microseconds,Unirandom,2048,74.83,60.21
ib0,1,microseconds,Unirandom,4096,81.88,67.35
ib0,1,microseconds,Unirandom,8192,91.25,76.45
ib0,1,microseconds,Unirandom,16384,143.80,121.80
ib0,1,microseconds,Unirandom,32768,207.06,179.07
ib0,1,microseconds,Unirandom,65536,336.16,291.17
ib0,1,microseconds,Unirandom,131072,620.14,531.14
ib0,1,microseconds,Unirandom,262144,1500.68,1227.44
ib0,1,microseconds,Unirandom,524288,2217.47,1814.42
ib0,1,microseconds,Unirandom,1048576,3689.43,2946.21
ib0,1,microseconds,Unirandom,2097152,6629.00,5215.37
ib0,1,microseconds,Unirandom,4194304,11498.42,9696.53
ib0,1,microseconds,Birandom,0,57.85,43.36
ib0,1,microseconds,Birandom,1,57.98,43.55
ib0,1,microseconds,Birandom,2,58.09,43.55
ib0,1,microseconds,Birandom,4,58.03,43.60
ib0,1,microseconds,Birandom,8,58.03,43.56
ib0,1,microseconds,Birandom,16,57.95,43.58
ib0,1,microseconds,Birandom,32,57.97,43.77
ib0,1,microseconds,Birandom,64,58.22,43.78
ib0,1,microseconds,Birandom,128,60.08,45.56
ib0,1,microseconds,Birandom,256,60.39,45.90
ib0,1,microseconds,Birandom,512,71.04,55.07
ib0,1,microseconds,Birandom,1024,72.17,56.16
ib0,1,microseconds,Birandom,2048,76.61,59.98
ib0,1,microseconds,Birandom,4096,83.66,67.46
ib0,1,microseconds,Birandom,8192,95.88,79.68
ib0,1,microseconds,Birandom,16384,154.34,129.83
ib0,1,microseconds,Birandom,32768,222.99,194.54
ib0,1,microseconds,Birandom,65536,367.02,325.01
ib0,1,microseconds,Birandom,131072,710.02,601.51
ib0,1,microseconds,Birandom,262144,1328.58,1057.34
ib0,1,microseconds,Birandom,524288,2003.94,1609.40
ib0,1,microseconds,Birandom,1048576,3278.06,2658.16
ib0,1,microseconds,Birandom,2097152,5909.84,4829.40
ib0,1,microseconds,Birandom,4194304,10577.39,9279.74
ib0,1,microseconds,Corandom,0,34.15,24.48
ib0,1,microseconds,Corandom,1,33.89,24.29
ib0,1,microseconds,Corandom,2,33.98,24.36
ib0,1,microseconds,Corandom,4,33.94,24.33
ib0,1,microseconds,Corandom,8,34.06,24.34
ib0,1,microseconds,Corandom,16,34.02,24.30
ib0,1,microseconds,Corandom,32,33.64,24.41
ib0,1,microseconds,Corandom,64,33.81,24.46
ib0,1,microseconds,Corandom,128,35.24,25.70
ib0,1,microseconds,Corandom,256,35.31,25.86
ib0,1,microseconds,Corandom,512,39.01,30.01
ib0,1,microseconds,Corandom,1024,39.70,30.68
ib0,1,microseconds,Corandom,2048,41.68,33.38
ib0,1,microseconds,Corandom,4096,46.01,37.54
ib0,1,microseconds,Corandom,8192,51.10,44.08
ib0,1,microseconds,Corandom,16384,80.31,69.76
ib0,1,microseconds,Corandom,32768,116.11,115.49
ib0,1,microseconds,Corandom,65536,190.08,167.93
ib0,1,microseconds,Corandom,131072,473.98,313.42
ib0,1,microseconds,Corandom,262144,503.81,408.67
ib0,1,microseconds,Corandom,524288,930.24,636.63
ib0,1,microseconds,Corandom,1048576,1515.51,1082.45
ib0,1,microseconds,Corandom,2097152,3191.33,1919.33
ib0,1,microseconds,Corandom,4194304,5727.10,4482.26
ib0,1,microseconds,Stencil2D,0,17.72,13.89
ib0,1,microseconds,Stencil2D,1,17.29,13.68
ib0,1,microseconds,Stencil2D,2,17.95,14.13
ib0,1,microseconds,Stencil2D,4,17.68,13.66
ib0,1,microseconds,Stencil2D,8,17.57,13.66
ib0,1,microseconds,Stencil2D,16,17.65,13.64
ib0,1,microseconds,Stencil2D,32,17.58,13.78
ib0,1,microseconds,Stencil2D,64,17.61,13.69
ib0,1,microseconds,Stencil2D,128,17.33,13.80
ib0,1,microseconds,Stencil2D,256,16.58,13.86
ib0,1,microseconds,Stencil2D,512,21.80,16.63
ib0,1,microseconds,Stencil2D,1024,22.09,16.85
ib0,1,microseconds,Stencil2D,2048,23.24,17.93
ib0,1,microseconds,Stencil2D,4096,24.75,19.83
ib0,1,microseconds,Stencil2D,8192,27.03,23.30
ib0,1,microseconds,Stencil2D,16384,49.29,44.26
ib0,1,microseconds,Stencil2D,32768,87.03,80.58
ib0,1,microseconds,Stencil2D,65536,167.59,136.36
ib0,1,microseconds,Stencil2D,131072,262.97,282.36
ib0,1,microseconds,Stencil2D,262144,355.58,306.36
ib0,1,microseconds,Stencil2D,524288,613.66,514.71
ib0,1,microseconds,Stencil2D,1048576,934.63,867.13
ib0,1,microseconds,Stencil2D,2097152,1964.56,1682.45
ib0,1,microseconds,Stencil2D,4194304,4335.31,4123.10
ib0,1,microseconds,Stencil3D,0,16.12,13.19
ib0,1,microseconds,Stencil3D,1,15.71,12.88
ib0,1,microseconds,Stencil3D,2,15.69,12.87
ib0,1,microseconds,Stencil3D,4,15.94,12.88
ib0,1,microseconds,Stencil3D,8,15.69,12.87
ib0,1,microseconds,Stencil3D,16,15.69,12.86
ib0,1,microseconds,Stencil3D,32,15.70,12.95
ib0,1,microseconds,Stencil3D,64,16.21,12.97
ib0,1,microseconds,Stencil3D,128,16.24,13.51
ib0,1,microseconds,Stencil3D,256,16.39,13.69
ib0,1,microseconds,Stencil3D,512,18.87,15.54
ib0,1,microseconds,Stencil3D,1024,19.36,16.58
ib0,1,microseconds,Stencil3D,2048,22.03,18.16
ib0,1,microseconds,Stencil3D,4096,26.21,21.89
ib0,1,microseconds,Stencil3D,8192,30.34,26.78
ib0,1,microseconds,Stencil3D,16384,47.91,46.45
ib0,1,microseconds,Stencil3D,32768,77.60,74.17
ib0,1,microseconds,Stencil3D,65536,139.49,129.57
ib0,1,microseconds,Stencil3D,131072,266.61,252.14
ib0,1,microseconds,Stencil3D,262144,315.00,287.31
ib0,1,microseconds,Stencil3D,524288,500.72,498.59
ib0,1,microseconds,Stencil3D,1048576,898.59,967.89
ib0,1,microseconds,Stencil3D,2097152,1932.99,1989.02
ib0,1,microseconds,Stencil3D,4194304,5481.41,5132.57
default,1,mbytes/sec,PingPong,0,0.00,0.00
default,1,mbytes/sec,PingPong,1,4.62,4.72
default,1,mbytes/sec,PingPong,2,9.10,9.63
default,1,mbytes/sec,PingPong,4,18.37,19.39
default,1,mbytes/sec,PingPong,8,36.79,38.80
default,1,mbytes/sec,PingPong,16,78.76,77.47
default,1,mbytes/sec,PingPong,32,165.93,160.89
default,1,mbytes/sec,PingPong,64,301.25,299.16
default,1,mbytes/sec,PingPong,128,384.48,380.73
default,1,mbytes/sec,PingPong,256,729.61,722.38
default,1,mbytes/sec,PingPong,512,1390.70,1390.98
default,1,mbytes/sec,PingPong,1024,2413.38,2382.75
default,1,mbytes/sec,PingPong,2048,3983.89,3957.28
default,1,mbytes/sec,PingPong,4096,6716.99,6705.64
default,1,mbytes/sec,PingPong,8192,9876.67,9897.71
default,1,mbytes/sec,PingPong,16384,14493.34,14519.55
default,1,mbytes/sec,PingPong,32768,18491.99,18749.00
default,1,mbytes/sec,PingPong,65536,21474.81,21135.20
